moniker_clean,ABSTAIN,NO,NO_VOTE,NO_WITH_VETO,WEIGHTED_VOTE,YES,votingPower,validatorAddress,pca_x,pca_y,cluster
Kingstaker,0,0,0.851851852,0,0,0.148148148,0.000342,"['crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj', 'crocncl1398htakkpn2esmp3czjs548ujj5278xmxw2tyj']",-0.455815103,-0.344896667,0
Lastation,0.03125,0.03125,0.59375,0.03125,0,0.3125,0.000352,"['crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh', 'crocncl1sws8xvv440033vh6xnl79uh7x459a8yv8qp5lh']",2.026833762,0.221977523,1
CroRunner,0,0.066666667,0.6,0.133333333,0,0.2,0.000347,"['crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz', 'crocncl1dh048l32xdh92g6pk2edm5t5749hecfq4n8egz']",2.927641876,-0.791861009,1
FISH,0,0,0.92,0,0,0.08,0.00033,"['crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw', 'crocncl1cspup9z0xy8cy2qgyrae43lfmyacz67v8fz8nw']",-0.905823857,-0.183297021,0
DexPad,0,0,1,0,0,0,0.000338,"['crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp', 'crocncl1trmmme6x2raxa35jk252f4p4gp6luu38efxggp']",-1.434095004,0.006406911,0
Simba,0,0,0.916666667,0,0,0.083333333,0.000354,"['crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh', 'crocncl1wxu62extwhrhxza0uy9eeyg9a6vzkju8aakxlh']",-0.883812559,-0.191201351,0
SelfLiquidity,0,0,0.958333333,0,0,0.041666667,0.000372,"['crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7', 'crocncl1shrp5nqsw0mhzvz69tv6pmm7tcqy0npfqqd4k7']",-1.158953782,-0.09239722,0
Finality,0.03030303,0.03030303,0.575757576,0.121212121,0,0.242424242,0.000335,"['crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc', 'crocncl1dctmve6z0kyjghfcpqqrvlfc7axa3vwaywuehc']",2.724484608,0.373008312,1
Kerfuffle,0.1,0.033333333,0.733333333,0,0,0.133333333,0.000354,"['crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a', 'crocncl1zxpt83udtxrq5sqgdcswv8vy3etk7m87zvd67a']",1.317882672,3.080444539,2
ByteBoosters lowest fee,0.034482759,0,0.793103448,0,0,0.172413793,0.000329,"['crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005', 'crocncl12y57zfja9pu6h2ctxl47mvggncdt0ke46hf005']",0.129592942,0.825965743,0
Orion,0,0,0.709677419,0,0,0.290322581,0.000345,"['crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5', 'crocncl13uzyhpr7kvty0z39m98uqh9sw2mw0h46lh44g5']",0.483018028,-0.682034778,0
greennodept Rewards,0,0.071428571,0.714285714,0,0,0.214285714,0.000333,"['crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu', 'crocncl1atvt6q7s9a8wglgp3tzlhheuun8gftle2x3xvu']",1.349185685,-0.870641495,1
