validatorAddress,q1,q3,median,min,max,avg,totalCount,q1_7,q3_7,median_7,min_7,max_7,avg_7,totalCount_7,q1_30,q3_30,median_30,min_30,max_30,avg_30,totalCount_30,q1_90,q3_90,median_90,min_90,max_90,avg_90,totalCount_90
osmovaloper1grgelyng2v6v3t8z87wu3sxgt9m5s03x7uy20c,1009,1124,1056,824,4451,1206.2335913833726,23768,895.5,1062,979.5,786,5055,1201.7080696202531,1264,915,1070,995,792,5013,1182.8420510708402,4856,1009,1124,1056,824,4451,1206.2335913833726,23768
osmovaloper1zlymlax05tg9km9jyw496jx60v86m454a3xf3m,1005,1125,1056,817,4273,1194.474554070193,25957,897,1063,974,785,4806,1194.806015037594,2660,914,1066,990,787,4685,1183.3025238174828,5983,1005,1125,1056,817,4273,1194.474554070193,25957
osmovaloper10rsjwrcj7maz4f0l8dh3smjd022n9ya8ycuyg7,1001,1121,1049,823,4125,1202.7325477895986,23593,887,1070,972,783,4788,1184.0011123470522,1798,923,1071,997,798,4795,1163.3798068778588,5903,1001,1121,1049,823,4125,1202.7325477895986,23593
osmovaloper1rtlg9jnlezwg83eep5zu25sfxndgud5aeqjld4,990,1112,1042,807,4337,1193.8546987506923,32498,889.5,1056,971,783,4941,1165.790243902439,2665,908,1061,991,787,4924,1159.916594938888,11618,990,1112,1042,807,4337,1193.8546987506923,32498
osmovaloper1y0us8xvsvfvqkk9c6nt5cfyu5au5tww24nrlnx,1002,1120,1052,816,4218,1197.1752073783016,36648,887,1061,971,784,4871,1182.3402839396629,2254,907,1063,990,790,4917,1171.1999798508966,9926,1002,1120,1052,816,4218,1197.1752073783016,36648
osmovaloper17r0cp9zrtkvzlz7a2r09gmdxwqfyje98gfer6u,992,1116,1043,811,4106,1193.3628526344148,25983,896,1064,976,792,4865,1200.308908045977,2088,914,1062,993,790,4716,1164.9831728108047,9033,992,1116,1043,811,4106,1193.3628526344148,25983
osmovaloper1ddle9tczl87gsvmeva3c48nenyng4n56yscals,1006,1124,1053,824,4260,1203.502685407382,17502,895,1077,979,789,4986,1187.6648745519713,558,926,1071,1001,794,4900,1173.5417082917083,4004,1006,1124,1053,824,4260,1203.502685407382,17502
osmovaloper16j5hsdrcaa6950ks0rf944rgmncukl74cs7yw6,1003,1127,1053,820,4289,1204.2950918853512,13223,885,1074.5,975,782,4799,1163.4106194690266,565,920,1076.5,1000,794,4835,1175.7645687645688,3432,1003,1127,1053,820,4289,1204.2950918853512,13223
osmovaloper1s29zkm444lr8u4jjfkrycl9wh8gttwfze230hj,1007,1131,1056,821,4296,1213.4525880630438,11611,905,1073,985,788,4978,1202.9164086687306,646,915,1077,997,796,4951,1184.614240170032,2823,1007,1131,1056,821,4296,1213.4525880630438,11611
osmovaloper1m73mgwn3cm2e8x9a9axa0kw8nqz8a492vg4hp4,991,1118,1043,811,4306,1197.8499974610268,19693,895,1067,979,790,5049,1232.4345202172601,1657,908,1069,991,790,4994,1182.8761187668704,7039,991,1118,1043,811,4306,1197.8499974610268,19693
osmovaloper13tk45jkxgf7w0nxquup3suwaz2tx483xe832ge,1000,1126,1051,812,4105,1203.6016021165576,13607,894,1061,973,790,4545,1130.7844374342797,951,914,1072,993,791,4702,1169.1225372417107,4162,1000,1126,1051,812,4105,1203.6016021165576,13607
osmovaloper1xk23a255qm4kn6gdezr6jm7zmupn23t3pqjjn6,1003,1123,1052,818,4208,1199.1748734665866,23314,889,1047,970,787,4882,1147.6211798152096,1407,906,1065,990,792,4784,1157.0950420029649,6071,1003,1123,1052,818,4208,1199.1748734665866,23314
osmovaloper1kgddca7qj96z0qcxr2c45z73cfl0c75pf37k8l,1004,1121,1051,821,4083,1196.656662665066,24157,891.5,1065.5,979,791,4698,1193.2215036378334,1237,912,1066,994,793,4680,1168.3216363636363,5500,1004,1121,1051,821,4083,1196.656662665066,24157
osmovaloper1f7jtv9sd3g9jay64zrydfqh7l3eqdzgs289m8u,997,1119,1044.5,822,4160,1206.366935483871,4712,876,1062,955,784,4782,1152.9408450704225,355,945,1090,1004,793,4216,1178.4218579234973,915,997,1119,1044.5,822,4160,1206.366935483871,4712
osmovaloper1pjmngrwcsatsuyy8m3qrunaun67sr9x74vvvdk,1000,1129,1053,811,4136,1199.2440033085195,12090,890,1070,981,792,4780,1203.828947368421,836,911,1068,995,790,4747,1170.1171246183735,3603,1000,1129,1053,811,4136,1199.2440033085195,12090
osmovaloper1lmxrexaxuc7ealq4wqdgzrczajhhrenrdlhxha,931,1080,1004,793,4650,1174.6019428977609,8441,890,1061.5,973,776,4688,1170.1876923076923,1625,904,1068,990,789,4726,1167.7505834759609,6427,931,1080,1004,793,4650,1174.6019428977609,8441
osmovaloper1cmqh34lt9d457ajk9g94eg2pswrpr08rxqwsyy,997,1121,1048,813,4132,1200.2185284640173,18620,893,1057.5,974,783,4780,1156.676605504587,1308,907,1066,993,789,4770,1163.5793139474142,5743,997,1121,1048,813,4132,1200.2185284640173,18620
osmovaloper1e893vrtzzp6zyzs80tqg52j2vdckzqrdjrjva5,969.5,1103,1024,800,4302,1194.8386683738797,7029,890.5,1063,969,792,5038,1223.995459704881,881,913,1078,996,794,4918,1183.8057359307359,3696,969.5,1103,1024,800,4302,1194.8386683738797,7029
osmovaloper14ts0j42qkpr43a3tgxr7zz6l6zdf7hdes5jpma,1004,1129,1054,816,4142,1205.8027362392618,15715,891,1063,968,792,4740,1185.44045174538,974,912,1069,991,790,4803,1174.2802994852598,4274,1004,1129,1054,816,4142,1205.8027362392618,15715
osmovaloper1t8qckan2yrygq7kl9apwhzfalwzgc2429p8f0s,985,1090,1029,808,4020,1148.5152041702868,3453,916,1044,976.5,798,4075,1102.9126213592233,206,918,1052,990,792,4000,1082.7909547738693,995,985,1090,1029,808,4020,1148.5152041702868,3453
